id,book name,author,rating,reviews count,price,reading age,print length,publishing date,genre,log_reviews,year,month,publishing_date,year_published,month_published,quarter_published,days_since_published,is_recent,author_avg_reviews,author_median_reviews,author_book_count,author_reviews_std,author_avg_rating,genre_avg_reviews,genre_median_reviews,genre_book_count,price_per_page,is_expensive,rating_normalized,high_rating,rating_price_interaction,author_genre_popularity,format_Board book,format_Cards,format_Hardcover,format_Paperback,price_cat_Budget,price_cat_Standard,price_cat_Premium,price_cat_Luxury
69,Scholastic Flash Cards: Sight Words,Scholastic,4.8,32845,3.07,4 years and up,,2018-03-01,Schools & Teaching,10.399585250897506,2018.0,3.0,2018-03-01,2018.0,3.0,1.0,2951.0,0,32845.0,32845.0,1,,4.8,32845.0,32845.0,1,,0,0.8749999999999994,1,14.735999999999999,1078794025.0,False,True,False,False,True,False,False,False
70,Think and Grow Rich: The Landmark Bestseller Now Revised and Updated for the 21st Century (Think and Grow Rich Series),Napoleon Hill,4.8,29360,8.24,,320.0,2007-12-15,Business & Money,10.28742254209393,2007.0,12.0,2007-12-15,2007.0,12.0,4.0,6680.0,0,29360.0,29360.0,1,,4.8,48360.4,29360.0,5,0.025750000000000002,0,0.8749999999999994,1,39.552,1419861344.0,False,False,False,True,True,False,False,False
71,Daisy Jones & The Six: Reese's Book Club: A Novel,Taylor Jenkins Reid,4.4,95715,9.33,,400.0,2020-02-04,Fiction & Action & Adventure,11.469140752599207,2020.0,2.0,2020-02-04,2020.0,2.0,1.0,2246.0,0,183111.0,183111.0,2,123596.61,4.5,199796.88,165631.0,33,0.023325,0,0.37500000000000056,0,41.05200000000001,36585006493.68,False,False,False,True,True,False,False,False
72,A Court of Thorns and Roses Paperback Box Set (5 books),Sarah J. Maas,4.8,52380,47.9,,2896.0,2022-11-01,Fiction & Action & Adventure,10.866299209135672,2022.0,11.0,2022-11-01,2022.0,11.0,4.0,1245.0,0,221068.4,269981.0,5,106715.92,4.62,199796.88,165631.0,33,0.016540055248618783,1,0.8749999999999994,1,229.92,44168776586.592,False,False,False,True,False,False,False,True
73,How to Win Friends & Influence People,Dale Carnegie ,4.7,109703,15.44,,320.0,1998-10-01,Self-Improvement,11.60554110867969,1998.0,10.0,1998-10-01,1998.0,10.0,4.0,10042.0,0,109703.0,109703.0,1,,4.7,94997.38,107107.5,8,0.04825,1,0.75,1,72.568,10421497578.140001,False,False,False,True,False,False,True,False
74,The Complete Cookbook for Young Chefs,Americas Test Kitchen Kids,4.8,25279,9.4,8 years and up,208.0,2018-10-16,Cookbooks & Food,10.137768848260794,2018.0,10.0,2018-10-16,2018.0,10.0,4.0,2722.0,0,25279.0,25279.0,1,,4.8,26189.67,25279.0,3,0.04519230769230769,0,0.8749999999999994,1,45.12,662048667.93,False,False,True,False,True,False,False,False
75,"The Boy, the Mole, the Fox and the Horse: Inspiring Conversations on Hope, Love and Personal Growth",Charlie Mackesy,4.8,127734,17.62,7 years and up,128.0,2019-10-22,Comics & Graphic Novels,11.75771308434231,2019.0,10.0,2019-10-22,2019.0,10.0,4.0,2351.0,0,127734.0,127734.0,1,,4.8,69411.5,69411.5,2,0.13765625,1,0.8749999999999994,1,84.57600000000001,8866208541.0,False,False,True,False,False,False,True,False
76,Can't Hurt Me: Master Your Mind and Defy the Odds,David Goggins,4.8,104512,24.99,,364.0,2018-12-10,Self-Improvement,11.557066744563603,2018.0,12.0,2018-12-10,2018.0,12.0,4.0,2667.0,0,104512.0,104512.0,1,,4.8,94997.38,107107.5,8,0.06865384615384615,1,0.8749999999999994,1,119.95199999999998,9928366178.560001,False,False,False,True,False,False,False,True
77,The Complete Summer I Turned Pretty Trilogy (Boxed Set): The Summer I Turned Pretty; It's Not Summer Without You; We'll Always Have Summer,Jenny Han,4.8,14746,24.62,12 years and up ,928.0,2013-05-07,Fiction & Action & Adventure,9.598794951250941,2013.0,5.0,2013-05-07,2013.0,5.0,2.0,4710.0,0,14746.0,14746.0,1,,4.8,199796.88,165631.0,33,0.026530172413793105,1,0.8749999999999994,1,118.176,2946204792.48,False,False,False,True,False,False,False,True
78,The Exchange: After The Firm (The Firm Series),John Grisham,4.1,72785,12.97,,352.0,2023-10-17,Mystery & Thriller & Suspense,11.195278907998974,2023.0,10.0,2023-10-17,2023.0,10.0,4.0,895.0,0,72785.0,72785.0,1,,4.1,243347.0,146289.5,6,0.03684659090909091,1,0.0,0,53.177,17712011395.0,False,False,True,False,False,True,False,False
79,Dragons Love Tacos,"Adam Rubin, Daniel Salmieri",4.8,20638,9.82,2 years and up,40.0,2012-06-14,Reading & Writing,9.934937768809375,2012.0,6.0,2012-06-14,2012.0,6.0,2.0,5037.0,0,20638.0,20638.0,1,,4.8,49575.33,47458.0,18,0.2455,0,0.8749999999999994,1,47.136,1023135660.5400001,False,False,True,False,True,False,False,False
80,The Nightingale: A Novel,Kristin Hannah,4.7,396005,13.48,,608.0,,Fiction & Action & Adventure,12.889184641636986,,,,,,,,0,396005.0,396005.0,1,,4.7,199796.88,165631.0,33,0.02217105263157895,1,0.75,1,63.356,79120563464.40001,False,False,False,True,False,True,False,False
81,Harry Potter Paperback Box Set,"J. K. Rowling, Mary GrandPre?",4.9,65142,52.62,9 years and up,,2009-07-01,Reading & Writing,11.08434013242126,2009.0,7.0,2009-07-01,2009.0,7.0,3.0,6116.0,0,65142.0,65142.0,1,,4.9,49575.33,47458.0,18,,1,1.0,1,257.838,3229436146.86,False,False,False,True,False,False,False,True
82,Adult Children of Emotionally Immature Parents,Lindsay C. Gibson,4.8,27090,10.21,,216.0,2015-06-01,Self-Improvement,10.206956848388238,2015.0,6.0,2015-06-01,2015.0,6.0,2.0,3955.0,0,27090.0,27090.0,1,,4.8,94997.38,107107.5,8,0.04726851851851852,0,0.8749999999999994,1,49.008,2573479024.2000003,False,False,False,True,False,True,False,False
83,Stop Overthinking,Nick Trenton,4.7,14647,10.2,,200.0,2021-03-01,Business & Money,9.592059086354347,2021.0,3.0,2021-03-01,2021.0,3.0,1.0,1855.0,0,14647.0,14647.0,1,,4.7,48360.4,29360.0,5,0.051,0,0.75,1,47.94,708334778.8000001,False,False,False,True,False,True,False,False
84,A Court of Wings and Ruin,Sarah J. Maas,4.7,269981,12.81,,736.0,2020-06-02,Fiction & Action & Adventure,12.506110569091524,2020.0,6.0,2020-06-02,2020.0,6.0,2.0,2127.0,0,221068.4,269981.0,5,106715.92,4.62,199796.88,165631.0,33,0.017404891304347827,1,0.75,1,60.20700000000001,44168776586.592,False,False,False,True,False,True,False,False
85,The Subtle Art of Not Giving a F*ck,Mark Manson,4.5,158416,13.43,,224.0,2016-09-13,Self-Improvement,11.97298607583606,2016.0,9.0,2016-09-13,2016.0,9.0,3.0,3485.0,0,158416.0,158416.0,1,,4.5,94997.38,107107.5,8,0.059955357142857144,1,0.5,1,60.435,15049104950.08,False,False,True,False,False,True,False,False
86,American Prometheus,"Kai Bird, Martin J. Sherwin",4.7,13739,14.71,,721.0,2006-05-01,Biographies & Memoirs,9.52806656577634,2006.0,5.0,2006-05-01,2006.0,5.0,2.0,7273.0,0,13739.0,13739.0,1,,4.7,54823.57,39574.0,7,0.02040221914008322,1,0.75,1,69.137,753221028.23,False,False,False,True,False,True,False,False
87,Fast Like a Girl,Dr. Mindy Pelz,4.7,7992,12.81,,352.0,2022-12-27,Health & Fitness & Dieting,8.98632143762602,2022.0,12.0,2022-12-27,2022.0,12.0,4.0,1189.0,0,7992.0,7992.0,1,,4.7,26316.33,15375.5,6,0.036392045454545455,1,0.75,1,60.20700000000001,210320109.36,False,False,True,False,False,True,False,False
88,The Shadow Work Journal 2nd Edition,Keila Shaheen,4.6,3296,21.74,,227.0,2023-02-28,Self-Improvement,8.10076824307173,2023.0,2.0,2023-02-28,2023.0,2.0,1.0,1126.0,0,4813.5,4813.5,2,2146.07,4.65,94997.38,107107.5,8,0.09577092511013215,1,0.6249999999999994,1,100.00399999999999,457269888.63,False,False,False,True,False,False,False,True
89,The Alchemist,Paulo Coelho,4.6,123058,5.03,,208.0,2014-04-15,Biographies & Memoirs,11.720419194144123,2014.0,4.0,2014-04-15,2014.0,4.0,2.0,4367.0,0,123058.0,123058.0,1,,4.6,54823.57,39574.0,7,0.024182692307692308,0,0.6249999999999994,1,23.137999999999998,6746478877.06,False,False,False,True,True,False,False,False
90,Love You Forever,"Robert Munsch, Sheila McGraw",4.9,67104,4.98,baby and up,32.0,1995-09-01,Reading & Writing,11.114013835831907,1995.0,9.0,1995-09-01,1995.0,9.0,3.0,11168.0,0,67104.0,67104.0,1,,4.9,49575.33,47458.0,18,0.155625,0,1.0,1,24.402000000000005,3326702944.32,False,False,False,True,True,False,False,False
91,How to Catch a Unicorn,"Adam Wallace, Andy Elkerton",4.8,37369,5.96,3 years and up,40.0,2019-03-05,Reading & Writing,10.52862352247953,2019.0,3.0,2019-03-05,2019.0,3.0,1.0,2582.0,0,36181.5,36181.5,2,1679.38,4.8,49575.33,47458.0,18,0.149,0,0.8749999999999994,1,28.608,1793709802.395,False,False,True,False,True,False,False,False
92,All the Light We Cannot See,Anthony Doerr,4.5,235857,10.18,,544.0,2017-04-04,Fiction & Action & Adventure,12.370985208001462,2017.0,4.0,2017-04-04,2017.0,4.0,2.0,3282.0,0,235857.0,235857.0,1,,4.5,199796.88,165631.0,33,0.018713235294117645,0,0.5,1,45.81,47123492726.16,False,False,False,True,False,True,False,False
93,The Ballad of Songbirds and Snakes,Suzanne Collins,4.5,105084,10.83,12 years and up ,528.0,2023-08-01,Fiction & Action & Adventure,11.562524825461512,2023.0,8.0,2023-08-01,2023.0,8.0,3.0,972.0,0,105084.0,105084.0,1,,4.5,199796.88,165631.0,33,0.020511363636363637,1,0.5,1,48.735,20995455337.920002,False,False,False,True,False,True,False,False
94,What to Expect When You're Expecting,Heidi Murkoff,4.8,30260,9.43,,656.0,2016-05-31,Health & Fitness & Dieting,10.317615033722944,2016.0,5.0,2016-05-31,2016.0,5.0,2.0,3590.0,0,30260.0,30260.0,1,,4.8,26316.33,15375.5,6,0.014374999999999999,0,0.8749999999999994,1,45.263999999999996,796332145.8000001,False,False,False,True,True,False,False,False
95,The Last Thing He Told Me,Laura Dave,4.3,168512,7.16,,336.0,2023-03-21,Fiction & Action & Adventure,12.034768177133854,2023.0,3.0,2023-03-21,2023.0,3.0,1.0,1105.0,0,168512.0,168512.0,1,,4.3,199796.88,165631.0,33,0.02130952380952381,0,0.25,0,30.788,33668171842.56,False,False,False,True,True,False,False,False
96,"From Crook to Cook: Platinum Recipes from Tha Boss Dogg's Kitchen (Snoop Dogg Cookbook, Celebrity Cookbook with Soul Food Recipes)",Snoop Dogg,4.8,40073,12.0,1 year and up,192.0,2018-10-23,Cookbooks & Food,10.59848302395369,2018.0,10.0,2018-10-23,2018.0,10.0,4.0,2715.0,0,40073.0,40073.0,1,,4.8,26189.67,25279.0,3,0.0625,1,0.8749999999999994,1,57.599999999999994,1049498645.91,False,False,True,False,False,True,False,False
97,The 5 Love Languages,Gary Chapman,4.8,91554,1.89,,224.0,2024-06-01,Self-Improvement,11.424695163575814,2024.0,6.0,2024-06-01,2024.0,6.0,2.0,667.0,0,91554.0,91554.0,1,,4.8,94997.38,107107.5,8,0.008437499999999999,0,0.8749999999999994,1,9.072,8697390128.52,False,False,False,True,True,False,False,False
98,"My First Learn-to-Write Workbook: Practice for Kids with Pen Control, Line Tracing, Letters, and More!",Crystal Radke,4.8,89173,5.26,3 - 4 years,84.0,2019-08-27,Reading & Writing,11.398344796258973,2019.0,8.0,2019-08-27,2019.0,8.0,3.0,2407.0,0,89173.0,89173.0,1,,4.8,49575.33,47458.0,18,0.06261904761904762,0,0.8749999999999994,1,25.247999999999998,4420780902.09,False,False,False,True,True,False,False,False
99,How to Catch a Mermaid,"Adam Wallace, Andy Elkerton",4.8,34994,5.71,3 years and up,40.0,,Reading & Writing,10.46296047312364,,,,,,,,0,36181.5,36181.5,2,1679.38,4.8,49575.33,47458.0,18,0.14275,0,0.8749999999999994,1,27.407999999999998,1793709802.395,False,False,True,False,True,False,False,False
100,A Court of Frost and Starlight,Sarah J. Maas,4.2,181184,12.74,,272.0,2020-06-02,Fiction & Action & Adventure,12.107273887707489,2020.0,6.0,2020-06-02,2020.0,6.0,2.0,2127.0,0,221068.4,269981.0,5,106715.92,4.62,199796.88,165631.0,33,0.046838235294117646,1,0.12500000000000056,0,53.508,44168776586.592,False,False,False,True,False,True,False,False
